재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기	전기	전전기	
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_OtherNonfinancialAssets	         기타자산	998,388,000,000	883,601,000,000	890,130,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_PropertyPlantAndEquipment	         유형자산	805,581,000,000	789,101,000,000	744,845,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_RecognisedAssetsDefinedBenefitPlan	         순확정급여자산	78,532,000,000	69,467,000,000	86,184,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_RightofuseAssets	         사용권자산	40,353,000,000	39,535,000,000	42,356,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_Equity	            자본총계	6,175,172,000,000	5,724,805,000,000	5,115,950,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_EquityAttributableToOwnersOfParent	            지배주주지분	5,914,615,000,000	5,580,578,000,000	5,002,763,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	dart_CapitalAdjustments	               자본조정	-68,224,000,000	-56,041,000,000	-46,098,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	dart_CapitalSurplus	               자본잉여금	708,911,000,000	703,361,000,000	704,368,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	dart_HybridBonds	               신종자본증권	520,000,000,000	520,000,000,000	405,000,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_AccumulatedOtherComprehensiveIncome	               기타포괄손익누계액	-40,459,000,000	3,801,000,000	-28,654,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_IssuedCapital	               자본금	984,914,000,000	984,914,000,000	984,914,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_RetainedEarnings	               이익잉여금	3,809,473,000,000	3,424,543,000,000	2,983,233,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_NoncontrollingInterests	            비지배지분	260,557,000,000	144,227,000,000	113,187,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_EquityAndLiabilities	         자본과부채총계	73,123,844,000,000	66,721,914,000,000	63,403,970,000,000
